"","X1","city","year","registered_voters","turnout","valid_vote","saadet partisi","btp","tkp","vatan partisi","chp","ak parti","dp","mhp","iyi parti","hdp","dsp","bgmz","anap","ldp","dtp","ip","hakpar","bbp","bdp","millet partisi","odp","emep","hyp","dyp","rp","sbp","shp","ydp","bagimsizlar","baskanlik sayisi","atp","genc parti","ytp","huda par","a.p.","turk parti","hkp","myp","yurtp","hepar","bp","dbp","dehap","depar","fp","hadep","sip","BAĞIMSIZLAR_vote","bagimsizlar_percent","percent_turnout","ANAP_vote","anap_percent","DSP_vote","dsp_percent","DYP_vote","dyp_percent","IDP_vote","idp_percent","MÇP_vote","mcp_percent","RP_vote","rp_percent","SHP_vote","shp_percent","prev_year","winner","prev_winner","swing","election_type","anadolu partisi","hap","has parti","hp","idp","kp","mcp","mdp","mep","mmp","sp","ydh","yeni parti","ap","birlik partisi","cgp","ckmp","cmp","demokratik parti","gp","hurriyet partisi","msp","tbp","tip","vp","ytp_1","event","event_year","cyprus","earthquake","kurdish","refugee","year_int","incumbent_vote_share","prev_winner_voteshare","event_right_after"
"139",138,"konya","1989",251975,192424,183911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44568,76621,NA,15294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.3663061811688,31091,16.9,7282,3.9,44568,24.2,1022,0.5,8033,4.3,76621,41.6,15294,8.3,NA,"rp",NA,0,"municipality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1989,41.6619995541322,NA,0
"140",139,"antep","2018",1214503,1039392,1019525,12576,NA,NA,2031,158769,540735,NA,133202,70179,124858,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015_2","akp","akp",0,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refugee",2011,0,0,0,1,2018,53.0379343321645,48.1139499961637,0
"141",140,"antep","2015_1",1138374,955727,942205,5982,925,NA,1220,157344,595708,814,91997,NA,103249,393,126,NA,641,NA,NA,1957,5122,NA,396,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","akp","akp",0,"parlimentary",NA,NA,NA,NA,NA,1068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refugee",2011,0,0,0,1,2015,63.2248820585754,61.8808559496933,1
"142",141,"antep","2015_2",1130109,931622,912330,19157,2454,NA,1632,152798,438958,1371,165917,NA,142951,1641,0,NA,581,NA,NA,975,NA,NA,439,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2215,1231,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015_1","akp","akp",0,"parlimentary",333,12,NA,NA,NA,196,NA,NA,497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refugee",2011,0,0,0,1,2015,48.1139499961637,63.2248820585754,1
"143",142,"antep","2011",1003541,843849,825656,8270,NA,1336,NA,159961,510923,5341,77836,NA,NA,2085,44610,NA,0,NA,NA,NA,7828,NA,1188,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1556,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007","akp","akp",0,"parlimentary",NA,NA,6779,NA,NA,NA,NA,NA,NA,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refugee",2011,0,0,0,1,2011,61.8808559496933,59.6581818181818,1
"144",143,"antep","2007",696510,563526,550000,7844,4042,1407,NA,97271,328120,13286,63030,NA,NA,NA,27965,NA,NA,NA,1474,NA,NA,NA,NA,622,NA,2197,NA,NA,NA,NA,NA,NA,NA,NA,6485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002","akp","akp",0,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refugee",2011,0,0,0,1,2007,59.6581818181818,40.1896419922146,1
"145",144,"antep","2002",683464,499109,482699,10512,5431,692,NA,93033,193995,NA,33617,NA,NA,3168,123,21196,867,NA,2148,NA,8065,NA,1126,1070,NA,NA,30781,NA,NA,NA,NA,NA,NA,NA,34839,3065,NA,NA,NA,NA,NA,1984,NA,NA,NA,38737,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999","akp","mhp",1,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refugee",2011,0,0,0,1,2002,40.1896419922146,20.0445865264838,1
"146",145,"antep","1999",618027,521970,496114,NA,NA,NA,NA,69568,NA,1243,99444,NA,NA,97025,1094,49369,1259,4248,838,NA,8674,NA,1110,2456,638,NA,51323,NA,NA,NA,609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1348,NA,NA,384,78822,27238,453,NA,NA,84.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995","mhp","rp",1,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refugee",2011,0,0,0,1,1999,20.0445865264838,23.8251469976837,1
"147",146,"antep","1995",539688,438763,420925,NA,NA,NA,NA,44108,NA,NA,42758,NA,NA,68413,998,71857,NA,NA,908,NA,NA,NA,1792,NA,NA,NA,57678,100286,NA,NA,1814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28115,NA,NA,NA,81.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1991","rp","shp",1,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2980,518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refugee",2011,0,0,0,1,1995,23.8251469976837,28.0819922360364,1
"148",147,"antep","1991",512598,412995,401599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28820,NA,77296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110579,71270,NA,112777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1987","shp","anap",1,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refugee",2011,0,0,0,1,1991,28.0819922360364,36.4902506963788,1
"149",148,"antep","1987",438776,415052,403516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21442,NA,147244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67553,26023,NA,125853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1983","anap","anap",0,"parlimentary",NA,NA,NA,NA,3222,NA,12987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refugee",2011,0,0,0,1,1987,36.4902506963788,41.6898786216989,1
"150",149,"antep","1983",324258,292194,276079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1977","anap","chp",1,"parlimentary",NA,NA,NA,95011,NA,NA,NA,65971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refugee",2011,0,0,0,1,1983,41.6898786216989,44.6934801639572,1
"151",150,"urfa","2018",1060815,864333,843861,11218,NA,NA,997,33791,458246,NA,80810,16174,251779,NA,3448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015_2","akp","akp",0,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refugee",2011,0,0,0,1,2018,54.3034931108322,47.8567685818334,0
"152",151,"urfa","2015_1",976961,818358,803885,3091,389,NA,397,25328,531554,515,23669,NA,232846,188,222,NA,29,NA,NA,1124,3241,NA,122,NA,NA,NA,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","akp","akp",0,"parlimentary",NA,NA,NA,NA,NA,1568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refugee",2011,0,0,0,1,2015,66.1231395037847,63.6243374512604,1
"153",152,"urfa","2015_2",974219,781449,763380,7866,1965,NA,506,34309,365329,742,44111,NA,297417,1326,24500,NA,7,NA,NA,1412,NA,NA,201,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,797,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015_1","akp","akp",0,"parlimentary",321,10,NA,NA,NA,137,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refugee",2011,0,0,0,1,2015,47.8567685818334,66.1231395037847,1
"154",153,"urfa","2011",849100,697412,676554,3382,NA,1235,NA,21777,430453,1743,22357,NA,NA,700,182915,NA,0,NA,NA,NA,6220,NA,426,NA,0,NA,598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007","akp","akp",0,"parlimentary",NA,NA,5925,NA,NA,NA,NA,NA,NA,555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refugee",2011,0,0,0,1,2011,63.6243374512604,60.1294629311217,1
"155",154,"urfa","2007",553377,453207,444915,9830,2090,854,NA,21271,267525,28302,24084,NA,NA,NA,90127,NA,NA,NA,484,NA,NA,NA,NA,NA,NA,1351,NA,NA,NA,NA,NA,NA,NA,NA,1588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002","akp","akp",0,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refugee",2011,0,0,0,1,2007,60.1294629311217,22.9810517548527,1
"156",155,"urfa","2002",570168,446163,432230,19728,1280,259,NA,42946,99331,NA,34442,NA,NA,3010,19014,44407,380,NA,480,NA,2573,NA,610,576,NA,NA,71507,NA,NA,NA,NA,NA,NA,NA,7406,1086,NA,NA,NA,NA,NA,1043,NA,NA,NA,83600,NA,NA,NA,NA,NA,NA,78.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999","akp","dyp",1,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refugee",2011,0,0,0,1,2002,22.9810517548527,23.8208677578099,1
"157",156,"urfa","1999",518259,445058,421454,NA,NA,NA,NA,25530,NA,NA,35864,NA,NA,19392,25,59001,599,7707,486,NA,5903,NA,1165,967,677,NA,100394,NA,NA,NA,890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1241,689,NA,824,90387,69900,543,NA,NA,85.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995","dyp","rp",1,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refugee",2011,0,0,0,1,1999,23.8208677578099,26.264305697753,1
"158",157,"urfa","1995",444468,364441,350647,NA,NA,NA,NA,7926,NA,NA,13138,NA,NA,6822,29640,60090,NA,NA,421,NA,NA,NA,1979,NA,NA,NA,88071,92095,NA,NA,1015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48265,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1991","rp","dyp",1,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1843,426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refugee",2011,0,0,0,1,1995,26.264305697753,31.3973977396832,1
"159",158,"urfa","1991",366685,294917,286597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7598,NA,76270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89984,52953,NA,59365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1987","dyp","anap",1,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refugee",2011,0,0,0,1,1991,31.3973977396832,36.1065175007307,1
"160",159,"urfa","1987",311110,286568,270303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18421,27605,97597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50104,32237,NA,40509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1983","anap","mdp",1,"parlimentary",NA,NA,NA,NA,1651,NA,2721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refugee",2011,0,0,0,1,1987,36.1065175007307,37.9832017491352,1
"161",160,"urfa","1983",207257,170397,158707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1977","mdp","chp",1,"parlimentary",NA,NA,NA,43747,NA,NA,NA,60282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refugee",2011,0,0,0,1,1983,37.9832017491352,33.4629678519933,1
"162",161,"istanbul","2018",10559686,9304207,9155118,139870,NA,NA,18843,2498564,4029418,NA,779942,755397,1195523,NA,4080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015_2","akp","akp",0,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"earthquake",1999,0,1,0,0,2018,44.0127369193931,42.0633981140314,0
"163",162,"istanbul","2015_1",10312538,9093756,8989092,69177,7615,NA,24826,2777219,4521325,5005,790248,NA,949951,5170,2510,NA,7765,NA,NA,18528,36615,NA,2425,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","akp","akp",0,"parlimentary",NA,NA,NA,NA,NA,9473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"earthquake",1999,0,1,0,0,2015,50.2979055059176,49.5326277337406,0
"164",163,"istanbul","2015_2",10231703,8832058,8295578,180712,15303,NA,36101,2473160,3489402,4674,936272,NA,1069665,12290,216830,NA,4467,NA,NA,7164,NA,NA,1757,NA,NA,NA,3668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15361,7224,NA,1755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015_1","akp","akp",0,"parlimentary",4568,109,NA,NA,NA,3528,NA,NA,3039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"earthquake",1999,0,1,0,0,2015,42.0633981140314,50.2979055059176,0
"165",164,"istanbul","2011",9397323,8132340,7936607,129030,NA,16626,NA,2492910,3931210,33122,747666,NA,NA,19489,425417,NA,3364,NA,NA,NA,50023,NA,14831,NA,0,NA,2759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32740,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007","akp","akp",0,"parlimentary",NA,NA,57399,NA,NA,NA,NA,NA,NA,4321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"earthquake",1999,0,1,0,0,2011,49.5326277337406,45.452138604482,0
"166",165,"istanbul","2007",7406297,6072068,5729858,175213,22081,12418,NA,1556518,2604343,177186,602093,NA,NA,NA,338548,NA,3106,NA,18471,NA,NA,NA,NA,NA,NA,22389,NA,NA,NA,NA,NA,NA,NA,17272,217089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002","akp","akp",0,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"earthquake",1999,0,1,0,0,2007,45.452138604482,37.3432086507904,0
"167",166,"istanbul","2002",7159151,5419062,5205166,197795,25602,13251,NA,1257330,1943776,NA,263208,NA,NA,59842,2964,238777,21006,NA,31552,NA,41359,NA,5664,20735,NA,NA,189373,NA,NA,NA,NA,NA,NA,NA,429475,103071,NA,NA,NA,NA,NA,92293,NA,NA,NA,287953,NA,NA,NA,NA,NA,NA,75.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999","akp","dsp",1,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"earthquake",1999,0,1,0,0,2002,37.3432086507904,29.7312979897427,1
"168",167,"istanbul","1999",6134811,5143911,4932304,NA,NA,NA,NA,472385,NA,11517,498745,NA,NA,1466438,3544,780518,16613,14162,6530,NA,50342,NA,5693,58713,7058,NA,268932,NA,NA,NA,4578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11927,5255,NA,4291,1052738,199388,4388,NA,NA,83.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995","dsp","rp",1,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"earthquake",1999,0,1,0,0,1999,29.7312979897427,24.0025716654516,1
"169",168,"istanbul","1995",5243739,4319315,4157617,NA,NA,NA,NA,485551,NA,NA,154405,NA,NA,764258,4891,916512,NA,NA,8223,NA,NA,NA,12652,NA,NA,NA,641825,997935,NA,NA,7879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151737,NA,NA,NA,82.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1991","rp","anap",1,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19893,4698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"earthquake",1999,0,1,0,0,1995,24.0025716654516,27.5768709633641,1
"170",169,"istanbul","1991",4265566,3311756,3220039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,568738,2593,887986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,607188,539573,NA,607955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1987","anap","anap",0,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"earthquake",1999,0,1,0,0,1991,27.5768709633641,39.7796843643405,1
"171",170,"istanbul","1987",3544389,3178552,3104909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313242,2526,1235123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,368678,213544,NA,928459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1983","anap","anap",0,"parlimentary",NA,NA,NA,NA,12755,NA,36805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"earthquake",1999,0,1,0,0,1987,39.7796843643405,45.5006326661414,1
"172",171,"istanbul","1983",2525756,2289248,2178084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14370,991042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1977","anap","chp",1,"parlimentary",NA,NA,NA,740439,NA,NA,NA,432233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"earthquake",1999,0,1,0,0,1983,45.5006326661414,58.2489748302706,1
"173",172,"antep","1977",367858,253592,244454,NA,NA,NA,NA,109255,NA,NA,27172,NA,NA,NA,2082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1973","chp","chp",0,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79306,NA,2901,NA,NA,2868,NA,NA,20870,NA,NA,NA,NA,"refugee",2011,0,0,0,1,1977,44.6934801639572,36.969060086122,1
"174",173,"antep","1973",268722,173359,165579,NA,NA,NA,NA,61213,NA,NA,7696,NA,NA,NA,3169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1969","chp","ap",1,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29332,NA,17968,NA,NA,25742,NA,NA,19162,1297,NA,NA,NA,"refugee",2011,0,0,0,1,1973,36.969060086122,35.0257139730824,1
"175",174,"antep","1969",230752,154112,146224,NA,NA,NA,NA,49123,NA,NA,5144,NA,NA,NA,15698,NA,NA,NA,NA,NA,NA,NA,1254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1965","ap","ap",0,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51216,3509,NA,NA,NA,NA,16823,NA,NA,NA,2872,NA,585,"refugee",2011,0,0,0,1,1969,35.0257139730824,51.7227677428914,1
"176",175,"antep","1965",209365,154814,148482,NA,NA,NA,NA,56133,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,3788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1961","ap","chp",1,"parlimentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76799,NA,NA,2282,NA,NA,NA,NA,NA,NA,5064,NA,4412,"refugee",2011,0,0,0,1,1965,51.7227677428914,47.0125615810639,1
